Index,demand
0,0.06039757402672657
1,0.027364212313843603
2,0.02574708649440512
3,0.03423018238770937
4,0.06284515566085773
5,0.026176343465041836
6,0.03613192017980097
7,0.09118512486101868
8,0.04451991996420286
9,0.0556076739428759
10,0.030340837361595846
11,0.25657715846014784
12,0.2495612643351398
13,0.028960450898465044
14,0.08749295446024331
15,0.03957849935001015
16,0.14618343169212597
17,0.037568647649156274
18,0.09982894241032202
19,0.04845970221439755
20,0.010386666392542513
21,0.01427722224751466
22,0.08189524444975023
23,0.042564099401125495
24,0.5108359325692251
25,0.10768200921921223
26,0.030990509851627823
27,0.09116317231156615
28,0.037196281861120145
29,0.012580783613684546
30,0.022510871507739623
31,0.030743566584197253
32,0.02532128614331247
33,0.0728889735071235
34,0.26892154330934853
35,0.4084875667841137
36,0.039121919346879294
37,0.04481392558711138
38,0.07517295630929287
39,0.12034901881413942
40,0.011401695333861437
41,0.01039586116264852
42,0.015498807062148956
43,0.04403011984621154
44,0.024578065747613096
45,0.05195778182656563
46,0.04689531971297884
47,0.4059886709837896
48,0.09210719872173354
49,0.08029862572596005
50,0.2937462170554385
51,0.056928212506730386
52,0.023333509006411405
53,0.1692983732766877
54,0.014948523035118177
55,0.04326762661804055
56,0.10533094204164611
57,0.025537334716358565
58,0.027266527527031778
59,0.04307400084419494
60,0.014533773635563133
61,0.07521365610624456
62,0.06865244159005202
63,0.04162223250005919
64,0.02428785144093405
65,0.3836558882349148
66,0.031060756829083408
67,0.04029838274375164
68,0.03499580836047958
69,0.04960009079902102
70,0.02503300146445837
71,0.03401713557694361
72,0.008340972281840603
73,0.04261782553248612
74,0.03642739249893997
75,0.023225252104134675
76,0.04397361229434804
77,0.10497811269345073
78,0.11764092800054676
79,0.04707444369161542
80,0.036043831920860525
81,0.014422026426387576
82,0.011841919166523366
83,0.08114342739848923
84,0.07052283079472096
85,0.0413128825359031
86,0.12431161939015635
87,0.40456415690332614
88,0.07274718455428414
89,0.028786896428419702
90,0.018278138132657697
91,0.03625874874432123
92,0.0893937057396416
93,0.09748795950530145
94,0.1546366180409181
95,0.019837389973343455
96,0.03801727326801274
97,0.03253953215294185
98,0.015657363417951608
99,0.01252368625281102
100,0.02654662555400054
101,0.030258661693078764
102,0.022297433172643544
103,0.1396715637524449
104,0.04928084684095086
105,0.03326696155005094
106,0.024924080824025276
107,0.08808247046978807
108,0.444622651533974
109,0.031511897089016
110,0.024934645142303653
111,0.027451846817844863
112,0.042719177271417524
113,0.040607397130655365
114,0.020545679546397005
115,0.09553204348294193
116,0.15426502256121058
117,0.10042777112187837
118,0.07819586950860707
119,0.045712315949374825
120,0.012144485837372284
121,0.02443746410697161
122,0.02409287825818983
123,0.03234514864352886
124,0.009998765375577229
125,0.04278210157980328
126,0.053878910389151005
127,0.23279143159053595
128,0.03356772050648955
129,0.059517560660834565
130,0.03825307131875209
131,0.020358523846370425
132,0.020108934211817107
133,0.023660687133647558
134,0.038645665526955225
135,0.029039268410259264
136,0.09183185615791967
137,0.14409144370154148
138,0.2692353278084448
139,0.04800448795568307
140,0.04601536078255646
141,0.09628907168705185
142,0.05172242980966428
143,0.015424462573661831
144,0.06613725748584033
145,0.017255827134445016
146,0.009534222945439345
147,0.022034214082657058
148,0.10711149601606526
149,0.024818620835838155
150,0.014325042516358202
151,0.02450427562606928
152,0.055081905607523504
153,0.08725272787824964
154,0.16071963610424356
155,0.12353166975375378
156,0.23104307435725108
157,0.0770104331516795
158,0.04726337911655728
159,0.020816984760976855
160,0.04700654719948235
161,0.046659220943097136
162,0.08599439475588137
163,0.041480700617882844
164,0.6444186440914863
165,0.13829887440869892
166,0.0265624725284327
167,0.12589245031101964
168,0.05946888970890603
169,0.04644320743048581
170,0.021874602737263465
171,0.018886942891981628
172,0.010095287735311128
173,0.03810841003687329
174,0.015562798851195051
175,0.016112352426630165
176,0.06277100596232922
177,0.03945497507308206
178,0.0768253128243695
179,0.076227210292281
180,0.12997390601105496
181,0.2386545487515286
182,0.3627250312628477
183,0.0739909422081057
184,0.030126683192976865
185,0.08170742405048663
186,0.016226803849119655
187,0.042672747145956445
188,0.01261947007498807
189,0.057246445210583696
190,0.055275427757426235
191,0.14173888461106882
192,0.0618015274083825
193,0.09895312570834588
194,0.04925279732884069
195,0.07372941180075024
196,0.02746162813619045
197,0.020573771510448268
198,0.10556096105539227
199,0.03059729318899941
200,0.04916146343856204
201,0.03257799501332103
202,0.00834551039879521
203,0.019695655953753527
204,0.03038411867096868
205,0.05345354204308696
206,0.08321867777938584
207,0.14568747117136274
208,0.12719928314528547
209,0.18067546006561225
210,0.12125983577206476
211,0.10999601770070427
212,0.013123644807864182
213,0.09684604911425199
214,0.054497120051836365
215,0.013739904347577051
216,0.04285024918150026
217,0.1052681044694192
218,0.035379206523669514
219,0.027255424521316123
220,0.048430131174149724
221,0.038173373005173705
222,0.018863879750216524
223,0.05157591144902888
224,0.09919327476996291
225,0.043088373365340896
226,0.05935009210242448
227,0.02272542031994978
228,0.027480702319242222
229,0.05043532195754659
230,0.0338206285042979
231,0.03534230269013328
232,0.06901793333426758
233,0.1568529593599195
234,0.28438690044609904
235,0.13703423784038823
236,0.1361765354902773
237,0.07459029964676528
238,0.0819589508943169
239,0.0891314485476011
240,0.08635580032200123
241,0.06375682140190292
242,0.02511157455963967
243,0.2590553810527462
244,0.07376272646227289
245,0.1021436355977602
246,0.05910665589012032
247,0.09518726979796095
248,0.026522069237371815
249,0.02565954431444706
250,0.011050425828532173
251,0.01851163483003364
252,0.015994015279577938
253,0.04082969760137761
254,0.11478838474060646
255,0.0562434686379515
256,0.046157978083997
257,0.1360947725324683
258,0.3349084144866181
259,0.11387827978776406
260,0.02621245311772246
261,0.23287359339098415
262,0.07235095259866513
263,0.34937269465213094
264,0.16071307408535224
265,0.0822300655920786
266,0.01771296459933636
267,0.043558167736433666
268,0.03192137405860242
269,0.1008771532305335
270,0.2532536810568853
271,0.056204495864938475
272,0.3500263204621954
273,0.10231726556155848
274,0.0797507364665373
275,0.01249005756453532
276,0.01905803273942283
277,0.051441132750709724
278,0.07145469672979797
279,0.015245142722812246
280,0.15356227149868235
281,0.2547795608352141
282,0.13234572543420114
283,0.08742034257184987
284,0.0421029817957972
285,0.1262841259783476
286,0.18915062152901926
287,0.25456480260365344
288,0.0651236356725297
289,0.05665886674554127
290,0.024305683088675076
291,0.06285412180739564
292,0.46843737265415
293,0.037001283185892006
294,0.06806776891266209
295,0.28278331466235096
296,0.2601767510507124
297,0.012271655005291069
298,0.015575360671299235
299,0.03519144447473115
300,0.05947215598416665
301,0.13908155461824803
302,0.24753602364962146
303,0.1221943327995561
304,0.12246057562313528
305,0.26212163220825635
306,0.24758498856700625
307,0.15683125445963733
308,0.253414818193213
309,0.37463174253249354
310,0.07455950731479363
311,0.019752479705311028
312,0.05124330170495818
313,0.08596377247934033
314,0.05611672913994316
315,0.19473273766753246
316,0.777421081916428
317,0.0185215853043351
318,0.07809029953512872
319,0.3982394070566198
320,0.01907237576716503
321,0.051646045436979954
322,0.2795808867600942
323,0.013120346460283098
324,0.04325945471575173
325,0.08697182113654658
326,0.02484060338842351
327,0.03357903812612861
328,0.15505929876613161
329,0.0681045808211464
330,0.11080137285411572
331,0.18901867687068077
332,0.17138251891201178
333,0.2486872134581412
334,0.27983190597401414
335,0.14496850910566297
336,0.03454179088688955
337,0.2673888445124772
338,0.24931308405687608
339,0.14540833146637147
340,0.7326287622963688
341,0.4035113241940188
342,0.273914252651012
343,0.02743693484325494
344,0.11638846898445748
345,0.04573064956593587
346,0.033323170845863476
347,0.00974284381162586
348,0.0100443251332239
349,0.06353848906426512
350,0.01159252244783934
351,0.01942564387148161
352,0.026083687525184467
353,0.0877056887683834
354,0.1382485851000905
355,0.12306683817747396
356,0.13487157525975793
357,0.10491973629345992
358,0.1426224278846713
359,0.11719649416063013
360,0.026359095044076557
361,0.12478393794533996
362,0.24771056184352053
363,0.025777860293646173
364,0.08201861761506761
365,0.6425604528504798
366,0.8306072064548172
367,0.4429909138018916
368,0.019510565652485434
369,0.035293816089182584
370,0.01996753914213105
371,0.03807885893699012
372,0.28489836321142226
373,0.07011735623742583
374,0.020984595914705785
375,0.054755223302969065
376,0.007867274110182296
377,0.06045919650566611
378,0.07095224741637808
379,0.07342783722506901
380,0.01628152065292153
381,0.2539633489058811
382,0.02220501521844725
383,0.053287486315754015
384,0.13779600777737666
385,0.1333057819088596
386,0.07444091714922281
387,0.06195252883860643
388,0.10289954078151914
389,0.0921066097739895
390,0.02513712688631391
391,0.11378401225937397
392,0.0997747293481955
393,0.12053126125918186
394,0.6883912766150146
395,0.893526249280501
396,0.47844473795949216
397,0.08657651746300664
398,0.028582852494029684
399,0.10416541494582374
400,0.10196795560422346
401,0.25732953562414185
402,0.045644344761229444
403,0.05736882493979716
404,0.02127815597568225
405,0.04276477215252687
406,0.12996405002472913
407,0.2511561921015336
408,0.08225258261674472
409,0.5605407034133714
410,0.26188751784727504
411,0.16923182210836518
412,0.17603392889263525
413,0.12082129924284571
414,0.0765189528012887
415,0.14994825469790019
416,0.042195696515410254
417,0.037472808184527695
